system:index,DISTRICT,ST_NM,date,ET,Temperature
8_0000000000000000019e,Sirsa,Haryana,01-01-2019,177.1927078,289.7527655
8_000000000000000001a7,Sonipat,Haryana,01-01-2019,155.5432954,289.6868314
8_000000000000000001fc,Yamunanagar,Haryana,01-01-2019,117.0577437,288.9311824
8_00000000000000000056,Bilaspur,Himachal Pradesh,01-01-2019,79.0724085,286.4271638
8_00000000000000000063,Chamba,Himachal Pradesh,01-01-2019,97.5793336,268.4782015
8_000000000000000000d7,Hamirpur,Himachal Pradesh,01-01-2019,84.23098034,285.9607333
8_00000000000000000215,Kangra,Himachal Pradesh,01-01-2019,85.52056287,280.4180215
8_00000000000000000231,Kinnaur,Himachal Pradesh,01-01-2019,101.5999718,257.5495918
8_00000000000000000249,Kullu,Himachal Pradesh,01-01-2019,90.671789,266.2391968
8_0000000000000000024f,Lahul & Spiti,Himachal Pradesh,01-01-2019,125.3330598,254.5695315
8_0000000000000000026e,Mandi,Himachal Pradesh,01-01-2019,84.4716033,280.1144681
8_00000000000000000190,Shimla,Himachal Pradesh,01-01-2019,82.53177986,274.7758719
8_0000000000000000019c,Sirmaur,Himachal Pradesh,01-01-2019,70.38773341,283.3122723
8_000000000000000001a3,Solan,Himachal Pradesh,01-01-2019,71.82070402,285.9730039
8_000000000000000001d9,Una,Himachal Pradesh,01-01-2019,80.54073045,287.7571601
8_00000000000000000014,Anantnag,Jammu & Kashmir,01-01-2019,100.035347,268.1472803
8_0000000000000000001f,Badgam,Jammu & Kashmir,01-01-2019,91.71812497,273.102301
8_0000000000000000002c,Bandipore,Jammu & Kashmir,01-01-2019,101.8645655,265.5772876
8_00000000000000000034,Baramula,Jammu & Kashmir,01-01-2019,100.4776962,271.9597449
8_0000000000000000009f,Doda,Jammu & Kashmir,01-01-2019,93.09685108,271.4137311
8_000000000000000000bc,Ganderbal,Jammu & Kashmir,01-01-2019,113.812553,263.5367991
8_000000000000000000f8,Jammu,Jammu & Kashmir,01-01-2019,96.30431063,286.5611528
8_0000000000000000021f,Kargil,Jammu & Kashmir,01-01-2019,120.9854339,256.4654502
8_00000000000000000225,Kathua,Jammu & Kashmir,01-01-2019,85.43925981,281.903799
8_00000000000000000234,Kishtwar,Jammu & Kashmir,01-01-2019,105.6108904,261.6011241
8_00000000000000000248,Kulgam,Jammu & Kashmir,01-01-2019,99.91005083,272.091051
8_0000000000000000024a,Kupwara,Jammu & Kashmir,01-01-2019,94.70595324,267.4184714
8_00000000000000000256,Leh (ladakh),Jammu & Kashmir,01-01-2019,105.9804509,252.1397087
8_0000000000000000014c,Pulwama,Jammu & Kashmir,01-01-2019,83.25281782,271.7557513
8_0000000000000000014d,Punch,Jammu & Kashmir,01-01-2019,84.35832793,276.2437118
8_0000000000000000015b,Rajouri,Jammu & Kashmir,01-01-2019,80.21119866,280.9024558
8_00000000000000000162,Ramban,Jammu & Kashmir,01-01-2019,94.00201991,274.0673615
8_0000000000000000016a,Reasi,Jammu & Kashmir,01-01-2019,81.99348366,277.775277
8_0000000000000000017b,Samba,Jammu & Kashmir,01-01-2019,87.89164508,286.6026354
8_00000000000000000194,Shupiyan,Jammu & Kashmir,01-01-2019,92.91249856,272.6278641
8_000000000000000001b1,Srinagar,Jammu & Kashmir,01-01-2019,94.34641704,270.9959325
8_000000000000000001d3,Udhampur,Jammu & Kashmir,01-01-2019,81.53592307,279.4695214
8_00000000000000000059,Bokaro,Jharkhand,01-01-2019,47.8073594,293.4324919
8_0000000000000000006d,Chatra,Jharkhand,01-01-2019,53.2960103,293.0004436
8_0000000000000000008c,Deoghar,Jharkhand,01-01-2019,33.74833566,293.6112482
8_00000000000000000091,Dhanbad,Jharkhand,01-01-2019,48.10856117,294.0300552
8_000000000000000000a1,Dumka,Jharkhand,01-01-2019,39.33036066,293.9967398
8_000000000000000000c1,Garhwa,Jharkhand,01-01-2019,55.09520977,293.0903281
8_000000000000000000c7,Giridih,Jharkhand,01-01-2019,39.31892609,293.1624801
8_000000000000000000c9,Godda,Jharkhand,01-01-2019,45.89913356,293.4761576
8_000000000000000000d0,Gumla,Jharkhand,01-01-2019,55.79537343,291.9869802
8_000000000000000000e1,Hazaribagh,Jharkhand,01-01-2019,52.86904366,292.497708
8_000000000000000000fa,Jamtara,Jharkhand,01-01-2019,37.05092462,294.3019524
8_00000000000000000230,Khunti,Jharkhand,01-01-2019,58.75277022,292.7790477
8_00000000000000000237,Kodarma,Jharkhand,01-01-2019,46.84616586,293.2176901
8_00000000000000000253,Latehar,Jharkhand,01-01-2019,67.312047,292.6654938
8_00000000000000000257,Lohardaga,Jharkhand,01-01-2019,64.28475773,292.0478368
8_00000000000000000130,Pakur,Jharkhand,01-01-2019,45.8740914,293.7708047
8_00000000000000000132,Palamu,Jharkhand,01-01-2019,47.10518079,293.0108874
8_0000000000000000013d,Pashchimi Singhbhum,Jharkhand,01-01-2019,68.97362515,294.3332673
8_00000000000000000151,Purbi Singhbhum,Jharkhand,01-01-2019,61.37763851,294.7617555
8_00000000000000000163,Ramgarh,Jharkhand,01-01-2019,43.46222354,292.8499167
8_00000000000000000165,Ranchi,Jharkhand,01-01-2019,50.69610702,292.525061
8_00000000000000000176,Sahibganj,Jharkhand,01-01-2019,55.69933627,293.6386031
8_00000000000000000181,Saraikela-kharsawan,Jharkhand,01-01-2019,49.55049781,294.045063
8_00000000000000000199,Simdega,Jharkhand,01-01-2019,55.85915239,293.9736821
8_00000000000000000020,Bagalkot,Karnataka,01-01-2019,24.87310372,299.9059899
8_0000000000000000002e,Bangalore,Karnataka,01-01-2019,41.25949135,297.4822461
8_0000000000000000002d,Bangalore Rural,Karnataka,01-01-2019,42.92802417,297.8327253
8_00000000000000000041,Belgaum,Karnataka,01-01-2019,38.82706228,298.0926847
8_00000000000000000042,Bellary,Karnataka,01-01-2019,25.50074359,300.2429318
8_00000000000000000050,Bidar,Karnataka,01-01-2019,13.47788472,298.4752524
8_00000000000000000052,Bijapur,Karnataka,01-01-2019,12.59356773,300.69462
8_00000000000000000067,Chamrajnagar,Karnataka,01-01-2019,65.21089805,298.3282807
8_00000000000000000071,Chikkaballapura,Karnataka,01-01-2019,35.04351111,298.9827714
8_00000000000000000072,Chikmagalur,Karnataka,01-01-2019,166.3351394,297.2459507
8_00000000000000000074,Chitradurga,Karnataka,01-01-2019,29.26187829,299.4500441
8_00000000000000000081,Dakshina Kannada,Karnataka,01-01-2019,273.6381887,299.1687228
8_00000000000000000089,Davanagere,Karnataka,01-01-2019,44.02153099,299.2261913
8_00000000000000000094,Dharwad,Karnataka,01-01-2019,29.53687893,298.2914863
8_000000000000000000ba,Gadag,Karnataka,01-01-2019,18.26423111,299.3552723
8_000000000000000000cf,Gulbarga,Karnataka,01-01-2019,14.07326865,299.4580888
8_000000000000000000de,Hassan,Karnataka,01-01-2019,97.20701073,296.4867977
8_000000000000000000e0,Haveri,Karnataka,01-01-2019,38.48640116,298.71967
8_00000000000000000236,Kodagu,Karnataka,01-01-2019,276.5452124,296.9995915
8_0000000000000000023a,Kolar,Karnataka,01-01-2019,45.51235485,297.7692806
8_0000000000000000023f,Koppal,Karnataka,01-01-2019,19.24552865,299.7289902
8_00000000000000000271,Mandya,Karnataka,01-01-2019,66.52781203,297.925562
8_0000000000000000010e,Mysore,Karnataka,01-01-2019,56.92022365,297.2186358
8_00000000000000000156,Raichur,Karnataka,01-01-2019,23.34049987,300.3818361
8_00000000000000000160,Ramanagara,Karnataka,01-01-2019,52.79141058,298.1578412
8_00000000000000000191,Shimoga,Karnataka,01-01-2019,140.3628289,298.1263169
8_000000000000000001d0,Tumkur,Karnataka,01-01-2019,43.98963572,298.8548878
8_000000000000000001d5,Udupi,Karnataka,01-01-2019,230.9461242,298.9975886
8_000000000000000001de,Uttara Kannada,Karnataka,01-01-2019,181.7813873,297.9646715
8_000000000000000001f8,Yadgir,Karnataka,01-01-2019,21.97938852,300.0494792
8_00000000000000000007,Alappuzha,Kerala,01-01-2019,288.8106118,300.943073
8_000000000000000000ad,Ernakulam,Kerala,01-01-2019,274.1999141,301.0935241
8_000000000000000000e8,Idukki,Kerala,01-01-2019,338.4320855,297.9499558
8_00000000000000000219,Kannur,Kerala,01-01-2019,292.4275464,299.0121831
8_00000000000000000224,Kasaragod,Kerala,01-01-2019,255.0259681,300.1397004
8_0000000000000000023e,Kollam,Kerala,01-01-2019,325.1719421,301.5621903
8_00000000000000000244,Kottayam,Kerala,01-01-2019,341.2963741,301.1427871
8_00000000000000000245,Kozhikode,Kerala,01-01-2019,339.1838823,299.2398465
8_0000000000000000026a,Malappuram,Kerala,01-01-2019,244.7684256,299.6663279
8_00000000000000000131,Palakkad,Kerala,01-01-2019,198.4294455,299.8848498
8_0000000000000000013f,Pathanamthitta,Kerala,01-01-2019,369.3130874,300.6586553
8_000000000000000001c2,Thiruvananthapuram,Kerala,01-01-2019,346.8244987,300.9713647
8_000000000000000001c6,Thrissur,Kerala,01-01-2019,232.2547865,301.9592868
8_000000000000000001ed,Wayanad,Kerala,01-01-2019,252.1874159,296.6828383
8_0000000000000000020b,Lakshadweep,Lakshadweep,01-01-2019,141.81885,300.3327203
8_00000000000000000009,Alirajpur,Madhya Pradesh,01-01-2019,26.10301765,295.3239902
8_00000000000000000017,Anuppur,Madhya Pradesh,01-01-2019,34.29978813,293.1447868
8_0000000000000000001a,Ashoknagar,Madhya Pradesh,01-01-2019,88.52574716,292.3216043
8_00000000000000000025,Balaghat,Madhya Pradesh,01-01-2019,49.69766534,295.1621715
8_0000000000000000003b,Barwani,Madhya Pradesh,01-01-2019,25.37851933,296.4468395
8_00000000000000000043,Betul,Madhya Pradesh,01-01-2019,29.11968574,295.0382205
8_0000000000000000004b,Bhind,Madhya Pradesh,01-01-2019,91.59816683,291.3337187
8_0000000000000000004e,Bhopal,Madhya Pradesh,01-01-2019,81.58091338,293.7319356
8_0000000000000000005f,Burhanpur,Madhya Pradesh,01-01-2019,27.50448046,296.555183
8_0000000000000000006f,Chhatarpur,Madhya Pradesh,01-01-2019,54.76370624,292.921512
8_00000000000000000070,Chhindwara,Madhya Pradesh,01-01-2019,39.72081132,294.4727492
8_00000000000000000083,Damoh,Madhya Pradesh,01-01-2019,60.32839705,293.4038659
8_00000000000000000088,Datia,Madhya Pradesh,01-01-2019,129.5523716,291.9375445
8_0000000000000000008e,Dewas,Madhya Pradesh,01-01-2019,39.00526542,294.3997605
8_00000000000000000092,Dhar,Madhya Pradesh,01-01-2019,40.23089472,295.1485943
8_0000000000000000009d,Dindori,Madhya Pradesh,01-01-2019,37.2260841,293.2475122
8_000000000000000000ab,East Nimar,Madhya Pradesh,01-01-2019,37.56287273,296.0305697
8_000000000000000000d1,Guna,Madhya Pradesh,01-01-2019,84.82380325,292.7919968
8_000000000000000000d5,Gwalior,Madhya Pradesh,01-01-2019,93.66676624,291.8580624
8_000000000000000000db,Harda,Madhya Pradesh,01-01-2019,102.3811398,295.5254409
8_000000000000000000e4,Hoshangabad,Madhya Pradesh,01-01-2019,107.0205952,294.6665346
8_000000000000000000eb,Indore,Madhya Pradesh,01-01-2019,57.90867644,294.2663348
8_000000000000000000ec,Jabalpur,Madhya Pradesh,01-01-2019,104.1189946,293.8476804
8_000000000000000000ff,Jhabua,Madhya Pradesh,01-01-2019,29.21086848,294.5345335
8_00000000000000000227,Katni,Madhya Pradesh,01-01-2019,63.46260149,293.5237812
8_0000000000000000026f,Mandla,Madhya Pradesh,01-01-2019,42.21813773,294.2941125
8_00000000000000000270,Mandsaur,Madhya Pradesh,01-01-2019,69.16097101,293.4341017
8_0000000000000000027f,Morena,Madhya Pradesh,01-01-2019,80.43180271,291.362381
8_0000000000000000011d,Narsimhapur,Madhya Pradesh,01-01-2019,61.50181975,294.1654368
8_00000000000000000122,Neemuch,Madhya Pradesh,01-01-2019,54.11674964,292.6296667
8_00000000000000000138,Panna,Madhya Pradesh,01-01-2019,48.57999363,293.0238713
8_0000000000000000015a,Raisen,Madhya Pradesh,01-01-2019,77.71630846,293.8052384
8_0000000000000000015c,Rajgarh,Madhya Pradesh,01-01-2019,59.97980282,293.5518571
8_00000000000000000167,Ratlam,Madhya Pradesh,01-01-2019,57.01361016,294.1486505
8_0000000000000000016b,Rewa,Madhya Pradesh,01-01-2019,60.39274439,292.8480784
8_00000000000000000173,Sagar,Madhya Pradesh,01-01-2019,65.91743323,293.1590798
8_00000000000000000184,Satna,Madhya Pradesh,01-01-2019,65.40311562,292.7992531
8_00000000000000000185,Sehore,Madhya Pradesh,01-01-2019,65.56896878,294.1750538
8_00000000000000000187,Seoni,Madhya Pradesh,01-01-2019,56.04935498,294.7517432
8_00000000000000000189,Shahdol,Madhya Pradesh,01-01-2019,41.2342005,293.4025593
8_0000000000000000018c,Shajapur,Madhya Pradesh,01-01-2019,61.97060231,293.5260705
8_0000000000000000018f,Sheopur,Madhya Pradesh,01-01-2019,61.29749135,292.1465686
8_00000000000000000192,Shivpuri,Madhya Pradesh,01-01-2019,64.98210859,291.9511897
8_00000000000000000197,Sidhi,Madhya Pradesh,01-01-2019,57.938592,293.1393463
8_0000000000000000019b,Singrauli,Madhya Pradesh,01-01-2019,41.52706748,293.2782306
8_000000000000000001c7,Tikamgarh,Madhya Pradesh,01-01-2019,78.75483525,292.4724462
8_000000000000000001d6,Ujjain,Madhya Pradesh,01-01-2019,62.87026231,293.6243421
8_000000000000000001d8,Umaria,Madhya Pradesh,01-01-2019,52.71690185,293.3927129
8_000000000000000001e5,Vidisha,Madhya Pradesh,01-01-2019,103.9594314,292.8870698
8_000000000000000001f4,West Nimar,Madhya Pradesh,01-01-2019,42.39790308,296.0662078
8_00000000000000000003,Ahmadnagar,Maharashtra,01-01-2019,21.17592811,297.1099597
8_00000000000000000006,Akola,Maharashtra,01-01-2019,22.39317453,297.2435433
8_0000000000000000000f,Amravati,Maharashtra,01-01-2019,23.59717373,296.4271488
8_0000000000000000001d,Aurangabad,Maharashtra,01-01-2019,14.64570071,297.0632144
8_00000000000000000046,Bhandara,Maharashtra,01-01-2019,45.9341795,296.8906645
8_0000000000000000004f,Bid,Maharashtra,01-01-2019,11.35024474,298.4663251
8_0000000000000000005d,Buldana,Maharashtra,01-01-2019,16.53803925,297.4941909
8_0000000000000000006b,Chandrapur,Maharashtra,01-01-2019,40.12804057,298.349691
8_00000000000000000099,Dhule,Maharashtra,01-01-2019,15.93836528,296.608227
8_000000000000000000c0,Garhchiroli,Maharashtra,01-01-2019,60.86594128,298.2690639
8_000000000000000000cc,Gondiya,Maharashtra,01-01-2019,44.03909963,296.6013119
8_000000000000000000e2,Hingoli,Maharashtra,01-01-2019,23.49318026,298.3583173
8_000000000000000000f4,Jalgaon,Maharashtra,01-01-2019,21.70211022,296.9901573
8_000000000000000000f5,Jalna,Maharashtra,01-01-2019,16.24892281,297.6221605
8_0000000000000000023c,Kolhapur,Maharashtra,01-01-2019,57.14249871,297.4410429
8_00000000000000000254,Latur,Maharashtra,01-01-2019,14.74970642,298.2537389
8_00000000000000000108,Mumbai,Maharashtra,01-01-2019,23.34169988,297.3678044
8_00000000000000000109,Mumbai Suburban,Maharashtra,01-01-2019,48.67132922,297.3758897
8_00000000000000000113,Nagpur,Maharashtra,01-01-2019,34.52906554,296.7278017
8_00000000000000000119,Nanded,Maharashtra,01-01-2019,25.79632398,299.3038383
8_0000000000000000011a,Nandurbar,Maharashtra,01-01-2019,20.71982008,295.9295112
8_0000000000000000011e,Nashik,Maharashtra,01-01-2019,24.29059655,295.8231822
8_0000000000000000012f,Osmanabad,Maharashtra,01-01-2019,13.38073412,298.8011918
8_0000000000000000013a,Parbhani,Maharashtra,01-01-2019,23.65236664,298.4944414
8_0000000000000000014e,Pune,Maharashtra,01-01-2019,32.41317842,296.9188173
8_00000000000000000158,Raigarh,Maharashtra,01-01-2019,51.28774479,297.2754719
8_00000000000000000168,Ratnagiri,Maharashtra,01-01-2019,78.27094139,297.9011773
8_0000000000000000017d,Sangli,Maharashtra,01-01-2019,25.18490242,298.4643318
8_00000000000000000183,Satara,Maharashtra,01-01-2019,36.1077891,296.9322774
8_0000000000000000019a,Sindhudurg,Maharashtra,01-01-2019,102.02477,298.8552126
8_000000000000000001a4,Solapur,Maharashtra,01-01-2019,17.7962836,300.1640651
8_000000000000000001bc,Thane,Maharashtra,01-01-2019,31.83536617,297.3244142
8_000000000000000001eb,Wardha,Maharashtra,01-01-2019,30.22916681,297.6514695
8_000000000000000001ec,Washim,Maharashtra,01-01-2019,20.65361963,298.4753976
8_000000000000000001f9,Yavatmal,Maharashtra,01-01-2019,25.09098049,299.0382089
8_00000000000000000058,Bishnupur,Manipur,01-01-2019,72.39425809,290.0069112
8_00000000000000000069,Chandel,Manipur,01-01-2019,260.1230148,289.9772597
8_00000000000000000078,Churachandpur,Manipur,01-01-2019,267.6991555,291.2825229
8_000000000000000000e9,Imphal East,Manipur,01-01-2019,81.25062776,288.6211337
8_000000000000000000ea,Imphal West,Manipur,01-01-2019,261.5192134,293.3348454
8_00000000000000000186,Senapati,Manipur,01-01-2019,174.9776582,287.5900629
8_000000000000000001b8,Tamenglong,Manipur,01-01-2019,256.6742899,290.2660427
8_000000000000000001c5,Thoubal,Manipur,01-01-2019,78.74043829,289.856171
8_000000000000000001d7,Ukhrul,Manipur,01-01-2019,224.5544034,287.4907888
8_000000000000000000a7,East Garo Hills,Meghalaya,01-01-2019,137.1068353,293.4874414
8_000000000000000000aa,East Khasi Hills,Meghalaya,01-01-2019,169.1168647,287.9339163
8_000000000000000000ee,Jaintia Hills,Meghalaya,01-01-2019,172.7892225,289.1681569
8_0000000000000000016d,Ri Bhoi,Meghalaya,01-01-2019,152.3696924,292.4858959
8_000000000000000001ac,South Garo Hills,Meghalaya,01-01-2019,189.57881,293.0360046
8_000000000000000001f0,West Garo Hills,Meghalaya,01-01-2019,130.721252,293.9595727
8_000000000000000001f3,West Khasi Hills,Meghalaya,01-01-2019,178.0472511,290.538069
8_00000000000000000004,Aizawl,Mizoram,01-01-2019,288.9152137,292.4070078
8_00000000000000000066,Champhai,Mizoram,01-01-2019,277.5319004,289.7751232
8_0000000000000000023b,Kolasib,Mizoram,01-01-2019,288.8960715,293.8953799
8_00000000000000000255,Lawangtlai,Mizoram,01-01-2019,259.4048484,294.2532192
8_0000000000000000025e,Lunglei,Mizoram,01-01-2019,298.8123675,292.9758342
8_0000000000000000026d,Mamit,Mizoram,01-01-2019,291.6169869,293.8377463
8_00000000000000000178,Saiha,Mizoram,01-01-2019,291.7038367,292.3155506
8_00000000000000000188,Serchhip,Mizoram,01-01-2019,290.7479807,291.0158595
8_000000000000000000a4,Dimapur,Nagaland,01-01-2019,164.1376349,291.692052
8_00000000000000000232,Kiphire,Nagaland,01-01-2019,184.6563354,287.4256946
8_00000000000000000238,Kohima,Nagaland,01-01-2019,190.1311184,289.9569624
8_00000000000000000259,Longleng,Nagaland,01-01-2019,211.711122,290.6856282
8_0000000000000000027c,Mokokchung,Nagaland,01-01-2019,230.24303,291.4366337
8_0000000000000000027d,Mon,Nagaland,01-01-2019,202.526091,291.0265852
8_00000000000000000143,Peren,Nagaland,01-01-2019,229.8964538,291.0651356
8_00000000000000000144,Phek,Nagaland,01-01-2019,192.876815,288.0296081
8_000000000000000001cf,Tuensang,Nagaland,01-01-2019,185.9604894,287.4451351
8_000000000000000001f7,Wokha,Nagaland,01-01-2019,227.815658,291.5825728
8_000000000000000001fa,Zunheboto,Nagaland,01-01-2019,207.3614061,288.9028173
8_00000000000000000062,Central,NCT of Delhi,01-01-2019,31.19009883,289.8852157
8_000000000000000000a5,East,NCT of Delhi,01-01-2019,37.58021494,289.8199463
8_00000000000000000124,New Delhi,NCT of Delhi,01-01-2019,36.19843914,289.8916534
8_00000000000000000126,North,NCT of Delhi,01-01-2019,83.25206302,289.8626446
8_0000000000000000012a,North East,NCT of Delhi,01-01-2019,88.81282625,289.8141837
8_0000000000000000012d,North West,NCT of Delhi,01-01-2019,87.6618034,289.7907754
8_000000000000000001a9,South,NCT of Delhi,01-01-2019,30.80020637,290.0530687
8_000000000000000001af,South West,NCT of Delhi,01-01-2019,63.64218287,289.9940123
8_000000000000000001ee,West,NCT of Delhi,01-01-2019,47.06744107,289.9243113
8_00000000000000000016,Anugul,Odisha,01-01-2019,83.02019672,296.7764122
8_00000000000000000026,Balangir,Odisha,01-01-2019,57.36475176,297.4181941
8_00000000000000000027,Baleshwar,Odisha,01-01-2019,81.01810646,295.9176744
8_00000000000000000033,Bargarh,Odisha,01-01-2019,62.77739649,296.9546898
8_0000000000000000003f,Bauda,Odisha,01-01-2019,81.50780672,297.3885137
8_00000000000000000044,Bhadrak,Odisha,01-01-2019,47.20767992,296.868631
8_0000000000000000007d,Cuttack,Odisha,01-01-2019,79.08888563,297.326912
8_0000000000000000008a,Debagarh,Odisha,01-01-2019,78.87784203,295.9293183
8_00000000000000000097,Dhenkanal,Odisha,01-01-2019,79.75998175,297.0173553
8_000000000000000000bb,Gajapati,Odisha,01-01-2019,108.6626458,296.4466655
8_000000000000000000bf,Ganjam,Odisha,01-01-2019,92.3593413,296.5254541
8_000000000000000000ed,Jagatsinghapur,Odisha,01-01-2019,65.04972132,297.2926474
8_000000000000000000f1,Jajapur,Odisha,01-01-2019,58.17737122,296.8284866
8_00000000000000000103,Jharsuguda,Odisha,01-01-2019,44.17778548,296.1205764
8_00000000000000000210,Kalahandi,Odisha,01-01-2019,80.77043972,297.5030815
8_00000000000000000214,Kandhamal,Odisha,01-01-2019,106.9557768,296.4382398
8_00000000000000000229,Kendrapara,Odisha,01-01-2019,67.7917253,297.1955086
8_0000000000000000022a,Kendujhar,Odisha,01-01-2019,68.62246898,294.9761009
8_0000000000000000022f,Khordha,Odisha,01-01-2019,80.44511116,297.3810673
8_00000000000000000240,Koraput,Odisha,01-01-2019,77.10903121,296.3478383
8_0000000000000000026c,Malkangiri,Odisha,01-01-2019,76.9358205,298.8499132
8_00000000000000000276,Mayurbhanj,Odisha,01-01-2019,88.70992004,294.6452354
8_0000000000000000010f,Nabarangapur,Odisha,01-01-2019,56.37077332,297.0784696
8_00000000000000000121,Nayagarh,Odisha,01-01-2019,105.7781591,297.0457371
8_0000000000000000012e,Nuapada,Odisha,01-01-2019,55.95525565,297.3206537
8_00000000000000000152,Puri,Odisha,01-01-2019,103.0806307,297.4745676
8_00000000000000000169,Rayagada,Odisha,01-01-2019,90.46894398,296.3568117
8_0000000000000000017c,Sambalpur,Odisha,01-01-2019,71.76605878,296.5401198
8_000000000000000001a5,Subarnapur,Odisha,01-01-2019,55.99631721,297.5581112
8_000000000000000001b3,Sundargarh,Odisha,01-01-2019,60.0675888,295.2308398
8_00000000000000000204,Karaikal,Puducherry,01-01-2019,151.4573706,300.0840879
8_00000000000000000265,Mahe,Puducherry,01-01-2019,203.2505878,299.7865106
8_00000000000000000205,Puducherry,Puducherry,01-01-2019,117.7946417,300.102279
8_00000000000000000206,Yanam,Puducherry,01-01-2019,171.620854,299.0836424
8_00000000000000000011,Amritsar,Punjab,01-01-2019,166.0670703,288.1097614
8_00000000000000000039,Barnala,Punjab,01-01-2019,196.2689096,288.1813767
8_0000000000000000003e,Bathinda,Punjab,01-01-2019,188.4961698,288.9500545
8_000000000000000000b3,Faridkot,Punjab,01-01-2019,179.4700854,288.4826011
8_000000000000000000b6,Fatehgarh Sahib,Punjab,01-01-2019,153.3458139,288.4107072
8_000000000000000000b9,Firozpur,Punjab,01-01-2019,174.6257014,288.7461095
8_000000000000000000d3,Gurdaspur,Punjab,01-01-2019,130.5550858,287.4920439
8_000000000000000000e5,Hoshiarpur,Punjab,01-01-2019,98.49532271,288.2352568
8_000000000000000000f2,Jalandhar,Punjab,01-01-2019,119.6170622,288.0349749
8_0000000000000000021d,Kapurthala,Punjab,01-01-2019,122.5187772,287.9735009
8_0000000000000000025d,Ludhiana,Punjab,01-01-2019,144.6060684,288.0934172
8_00000000000000000272,Mansa,Punjab,01-01-2019,201.347574,289.150569
8_0000000000000000027b,Moga,Punjab,01-01-2019,163.650343,288.0090195
8_00000000000000000280,Muktsar,Punjab,01-01-2019,190.4602897,288.8831121
8_00000000000000000140,Patiala,Punjab,01-01-2019,167.6648657,288.5205755
8_00000000000000000171,Rupnagar,Punjab,01-01-2019,109.1278513,288.1026721
8_00000000000000000177,Sahibzada Ajit Singh Nagar,Punjab,01-01-2019,103.7407634,288.544817
8_0000000000000000017e,Sangrur,Punjab,01-01-2019,193.7666585,288.3934538
8_0000000000000000018a,Shahid Bhagat Singh Nagar,Punjab,01-01-2019,115.2672992,288.3759274
8_000000000000000001b9,Tarn Taran,Punjab,01-01-2019,179.9736618,288.1235688
8_00000000000000000005,Ajmer,Rajasthan,01-01-2019,22.54180074,292.5017985
8_0000000000000000000c,Alwar,Rajasthan,01-01-2019,79.41523639,290.2571026
8_00000000000000000031,Banswara,Rajasthan,01-01-2019,51.01917732,294.229565
8_00000000000000000035,Baran,Rajasthan,01-01-2019,91.68997438,292.742321
8_00000000000000000038,Barmer,Rajasthan,01-01-2019,7.206268766,293.8699012
8_00000000000000000047,Bharatpur,Rajasthan,01-01-2019,91.16472917,290.4591256
8_0000000000000000004a,Bhilwara,Rajasthan,01-01-2019,33.25819805,292.4997518
8_00000000000000000054,Bikaner,Rajasthan,01-01-2019,22.42723372,291.3635026
8_0000000000000000005e,Bundi,Rajasthan,01-01-2019,90.87667488,292.5896498
8_00000000000000000076,Chittaurgarh,Rajasthan,01-01-2019,49.72499442,292.2768289
8_00000000000000000079,Churu,Rajasthan,01-01-2019,18.31883797,290.9685468
8_000000000000000001fe,Dausa,Rajasthan,01-01-2019,62.24571565,290.9071378
8_00000000000000000095,Dhaulpur,Rajasthan,01-01-2019,62.94571959,291.0778008
8_000000000000000000a2,Dungarpur,Rajasthan,01-01-2019,33.34787363,293.9267551
8_000000000000000000be,Ganganagar,Rajasthan,01-01-2019,87.43919881,289.659012
8_000000000000000000d9,Hanumangarh,Rajasthan,01-01-2019,78.74977715,290.0203807
8_000000000000000000ef,Jaipur,Rajasthan,01-01-2019,39.48909159,291.0114086
8_000000000000000000f0,Jaisalmer,Rajasthan,01-01-2019,7.967456335,292.0113938
8_000000000000000000f6,Jalor,Rajasthan,01-01-2019,20.80671852,294.4221843
8_00000000000000000101,Jhalawar,Rajasthan,01-01-2019,71.24715125,293.4226684
8_00000000000000000104,Jhunjhunun,Rajasthan,01-01-2019,49.67689182,290.6712288
8_00000000000000000105,Jodhpur,Rajasthan,01-01-2019,15.33126184,292.5915152
8_000000000000000001ff,Karauli,Rajasthan,01-01-2019,55.74894077,291.2163948
8_00000000000000000243,Kota,Rajasthan,01-01-2019,105.5024539,292.9426913
8_00000000000000000112,Nagaur,Rajasthan,01-01-2019,16.76487914,291.890848
8_00000000000000000133,Pali,Rajasthan,01-01-2019,18.57808245,293.6670809
8_00000000000000000149,Pratapgarh,Rajasthan,01-01-2019,52.2883338,293.6366204
8_0000000000000000015f,Rajsamand,Rajasthan,01-01-2019,23.48974649,292.390579
8_00000000000000000200,Sawai Madhopur,Rajasthan,01-01-2019,74.46650011,291.5853309
8_00000000000000000198,Sikar,Rajasthan,01-01-2019,35.30431567,290.8725673
8_0000000000000000019d,Sirohi,Rajasthan,01-01-2019,24.95831962,293.8899441
8_000000000000000001ce,Tonk,Rajasthan,01-01-2019,50.72686798,292.0689794
8_000000000000000001d1,Udaipur,Rajasthan,01-01-2019,29.33585418,292.5381919
8_000000000000000000a6,East,Sikkim,01-01-2019,106.4946189,277.5841325
8_00000000000000000127,North,Sikkim,01-01-2019,90.11838537,263.7095467
8_000000000000000001aa,South,Sikkim,01-01-2019,99.87883922,276.3931095
8_000000000000000001ef,West,Sikkim,01-01-2019,102.462951,272.6327216
