system:index,DISTRICT,ST_NM,date,ET,Temperature
0_0000000000000000027d,Nicobar,Andaman & Nicobar Island,01-01-2001,324.5653384,299.9443152
0_0000000000000000027f,North & Middle Andaman,Andaman & Nicobar Island,01-01-2001,384.5836841,298.9837028
0_0000000000000000027e,South Andaman,Andaman & Nicobar Island,01-01-2001,376.0613801,299.4376362
0_00000000000000000000,Adilabad,Andhra Pradesh,01-01-2001,21.90333008,299.0062745
0_00000000000000000013,Anantapur,Andhra Pradesh,01-01-2001,28.70600403,300.151423
0_00000000000000000077,Chittoor,Andhra Pradesh,01-01-2001,62.21714923,298.0860253
0_000000000000000000a8,East Godavari,Andhra Pradesh,01-01-2001,130.7955104,298.3727102
0_000000000000000000d2,Guntur,Andhra Pradesh,01-01-2001,72.93046481,299.8868321
0_000000000000000000e7,Hyderabad,Andhra Pradesh,01-01-2001,29.07914071,298.8223754
0_0000000000000000011d,Karimnagar,Andhra Pradesh,01-01-2001,41.0086095,299.1344102
0_00000000000000000128,Khammam,Andhra Pradesh,01-01-2001,59.1668871,299.4205368
0_00000000000000000142,Krishna,Andhra Pradesh,01-01-2001,98.9930813,299.5261232
0_00000000000000000147,Kurnool,Andhra Pradesh,01-01-2001,33.93455873,300.2554461
0_00000000000000000160,Mahbubnagar,Andhra Pradesh,01-01-2001,31.02470623,299.2001698
0_00000000000000000173,Medak,Andhra Pradesh,01-01-2001,28.85108854,299.0271096
0_0000000000000000018c,Nalgonda,Andhra Pradesh,01-01-2001,47.59589004,299.124509
0_0000000000000000019a,Nizamabad,Andhra Pradesh,01-01-2001,30.20341303,299.6569527
0_000000000000000001bd,Prakasam,Andhra Pradesh,01-01-2001,58.13374904,299.303051
0_000000000000000001db,Rangareddy,Andhra Pradesh,01-01-2001,28.96763923,298.7490999
0_00000000000000000198,Sri Potti Sriramulu Nellore,Andhra Pradesh,01-01-2001,65.1001118,299.5669229
0_00000000000000000225,Srikakulam,Andhra Pradesh,01-01-2001,63.15391215,297.6999641
0_0000000000000000025d,Visakhapatnam,Andhra Pradesh,01-01-2001,79.06800814,296.0721339
0_0000000000000000025e,Vizianagaram,Andhra Pradesh,01-01-2001,51.87966885,296.7478174
0_0000000000000000025f,Warangal,Andhra Pradesh,01-01-2001,45.8948603,299.1246397
0_00000000000000000266,West Godavari,Andhra Pradesh,01-01-2001,132.3482596,299.0954895
0_0000000000000000007c,Y.s.r.,Andhra Pradesh,01-01-2001,37.81602043,300.178266
0_00000000000000000015,Anjaw,Arunanchal Pradesh,01-01-2001,99.35602843,274.6520368
0_0000000000000000006c,Changlang,Arunanchal Pradesh,01-01-2001,159.0603894,287.9497705
0_0000000000000000009a,Dibang Valley,Arunanchal Pradesh,01-01-2001,88.65333927,270.9108667
0_000000000000000000a9,East Kameng,Arunanchal Pradesh,01-01-2001,128.38984,278.3884899
0_000000000000000000ac,East Siang,Arunanchal Pradesh,01-01-2001,144.0675464,287.3472458
0_00000000000000000149,Kurung Kumey,Arunanchal Pradesh,01-01-2001,99.67239513,275.1235276
0_00000000000000000154,Lohit,Arunanchal Pradesh,01-01-2001,148.175505,288.1923076
0_00000000000000000156,Lower Dibang Valley,Arunanchal Pradesh,01-01-2001,114.2955263,280.6902765
0_00000000000000000157,Lower Subansiri,Arunanchal Pradesh,01-01-2001,143.2846319,283.5767962
0_000000000000000001ae,Papum Pare,Arunanchal Pradesh,01-01-2001,156.4453018,283.4999516
0_0000000000000000022f,Tawang,Arunanchal Pradesh,01-01-2001,96.57259458,267.8753779
0_0000000000000000023e,Tirap,Arunanchal Pradesh,01-01-2001,170.8673715,291.2922417
0_00000000000000000250,Upper Siang,Arunanchal Pradesh,01-01-2001,101.872289,275.9091371
0_00000000000000000251,Upper Subansiri,Arunanchal Pradesh,01-01-2001,108.0290216,274.8753215
0_00000000000000000267,West Kameng,Arunanchal Pradesh,01-01-2001,117.1174187,275.4101394
0_0000000000000000026a,West Siang,Arunanchal Pradesh,01-01-2001,125.635705,278.7751837
0_00000000000000000024,Baksa,Assam,01-01-2001,68.8796132,290.2789717
0_0000000000000000003a,Barpeta,Assam,01-01-2001,43.11676414,293.4094101
0_0000000000000000005a,Bongaigaon,Assam,01-01-2001,43.68727964,293.6667966
0_00000000000000000061,Cachar,Assam,01-01-2001,160.2397911,291.8853529
0_00000000000000000073,Chirang,Assam,01-01-2001,69.05837219,290.803845
0_00000000000000000086,Darrang,Assam,01-01-2001,47.71915464,292.6425367
0_00000000000000000096,Dhemaji,Assam,01-01-2001,59.80505813,290.3007574
0_00000000000000000098,Dhubri,Assam,01-01-2001,32.08322299,293.909877
0_0000000000000000009b,Dibrugarh,Assam,01-01-2001,62.74059833,292.2829839
0_0000000000000000019e,Dima Hasao,Assam,01-01-2001,199.8603115,291.0523134
0_000000000000000000c8,Goalpara,Assam,01-01-2001,43.99507567,293.7499414
0_000000000000000000ca,Golaghat,Assam,01-01-2001,61.09863465,292.0691405
0_000000000000000000d6,Hailakandi,Assam,01-01-2001,139.7202063,293.1139374
0_00000000000000000106,Jorhat,Assam,01-01-2001,67.46114581,292.4416142
0_0000000000000000010d,Kamrup,Assam,01-01-2001,62.24917607,293.366159
0_0000000000000000010e,Kamrup Metropolitan,Assam,01-01-2001,89.66675908,293.2681284
0_0000000000000000011a,Karbi Anglong,Assam,01-01-2001,157.8463018,291.9922441
0_0000000000000000011c,Karimganj,Assam,01-01-2001,103.9500527,293.0727985
0_00000000000000000135,Kokrajhar,Assam,01-01-2001,66.15699111,291.4252191
0_0000000000000000014c,Lakhimpur,Assam,01-01-2001,62.43752036,289.4343793
0_0000000000000000016f,Marigaon,Assam,01-01-2001,59.98329309,293.430832
0_00000000000000000186,Nagaon,Assam,01-01-2001,68.84236715,293.097003
0_0000000000000000018b,Nalbari,Assam,01-01-2001,47.83342744,293.1244317
0_0000000000000000020a,Sivasagar,Assam,01-01-2001,67.85400437,292.6572138
0_0000000000000000021d,Sonitpur,Assam,01-01-2001,71.54112738,290.0255359
0_0000000000000000023d,Tinsukia,Assam,01-01-2001,93.37652545,293.2517735
0_00000000000000000247,Udalguri,Assam,01-01-2001,69.72699449,288.0007193
0_00000000000000000018,Araria,Bihar,01-01-2001,46.03320901,293.8467479
0_00000000000000000276,Arwal,Bihar,01-01-2001,52.78546581,293.1947786
0_0000000000000000001c,Aurangabad,Bihar,01-01-2001,33.61061218,293.0437631
0_0000000000000000002f,Banka,Bihar,01-01-2001,21.62675197,293.114047
0_00000000000000000040,Begusarai,Bihar,01-01-2001,75.21105412,293.4585069
0_00000000000000000045,Bhagalpur,Bihar,01-01-2001,45.39825138,293.5694584
0_0000000000000000004d,Bhojpur,Bihar,01-01-2001,54.02370713,293.0737908
0_00000000000000000060,Buxar,Bihar,01-01-2001,57.92007646,292.8311476
0_00000000000000000084,Darbhanga,Bihar,01-01-2001,47.16248133,293.6824406
0_000000000000000000c4,Gaya,Bihar,01-01-2001,34.25199572,293.169003
0_000000000000000000cd,Gopalganj,Bihar,01-01-2001,50.41217825,293.2176533
0_000000000000000000fb,Jamui,Bihar,01-01-2001,24.37379469,292.9256498
0_00000000000000000277,Jehanabad,Bihar,01-01-2001,47.15346205,293.2074179
0_0000000000000000010a,Kaimur (bhabua),Bihar,01-01-2001,38.58642836,293.0854731
0_00000000000000000122,Katihar,Bihar,01-01-2001,46.99171279,293.7939405
0_00000000000000000127,Khagaria,Bihar,01-01-2001,78.74884995,293.6236198
0_0000000000000000012f,Kishanganj,Bihar,01-01-2001,22.53870273,293.3677896
0_0000000000000000014d,Lakhisarai,Bihar,01-01-2001,48.20441581,293.0725807
0_0000000000000000015b,Madhepura,Bihar,01-01-2001,55.51620182,293.6873169
0_0000000000000000015c,Madhubani,Bihar,01-01-2001,34.33880215,293.6913751
0_0000000000000000017f,Munger,Bihar,01-01-2001,38.23040659,293.3601594
0_00000000000000000182,Muzaffarpur,Bihar,01-01-2001,59.67828081,293.6138378
0_0000000000000000018a,Nalanda,Bihar,01-01-2001,56.59308285,293.0972082
0_00000000000000000195,Nawada,Bihar,01-01-2001,40.37574594,292.9848661
0_000000000000000001b0,Pashchim Champaran,Bihar,01-01-2001,34.27239714,292.3512597
0_000000000000000001b6,Patna,Bihar,01-01-2001,60.54295264,293.2146822
0_000000000000000001c4,Purba Champaran,Bihar,01-01-2001,48.84539518,293.3258142
0_000000000000000001c8,Purnia,Bihar,01-01-2001,48.19783501,293.7949056
0_000000000000000001e4,Rohtas,Bihar,01-01-2001,53.91860854,292.9247473
0_000000000000000001ea,Saharsa,Bihar,01-01-2001,49.41654787,293.6008346
0_000000000000000001ef,Samastipur,Bihar,01-01-2001,68.58398683,293.5741858
0_000000000000000001f7,Saran (chhapra),Bihar,01-01-2001,63.91240135,293.1734201
0_00000000000000000202,Sheikhpura,Bihar,01-01-2001,44.76572727,293.0019996
0_00000000000000000203,Sheohar,Bihar,01-01-2001,50.76604854,293.5204793
0_00000000000000000214,Sitamarhi,Bihar,01-01-2001,47.45963291,293.5689814
0_00000000000000000217,Siwan,Bihar,01-01-2001,58.95813098,293.0555264
0_00000000000000000229,Supaul,Bihar,01-01-2001,42.25100542,293.8010769
0_00000000000000000256,Vaishali,Bihar,01-01-2001,59.90836728,293.5719733
0_0000000000000000006a,Chandigarh,Chandigarh,01-01-2001,51.60045952,288.8483621
0_0000000000000000003c,Bastar,Chhattisgarh,01-01-2001,39.44439842,296.6346271
0_00000000000000000051,Bijapur,Chhattisgarh,01-01-2001,49.68691979,298.2525418
0_00000000000000000055,Bilaspur,Chhattisgarh,01-01-2001,21.61784495,295.2547465
0_0000000000000000007f,Dakshin Bastar Dantewada,Chhattisgarh,01-01-2001,50.41898532,298.0487664
0_00000000000000000090,Dhamtari,Chhattisgarh,01-01-2001,28.67049851,297.441275
0_000000000000000000a3,Durg,Chhattisgarh,01-01-2001,19.42790186,297.3206455
0_000000000000000000fc,Janjgir-champa,Chhattisgarh,01-01-2001,18.89828702,296.5381971
0_000000000000000000fd,Jashpur,Chhattisgarh,01-01-2001,34.13771152,292.6325566
0_00000000000000000270,Kabeerdham,Chhattisgarh,01-01-2001,20.45188895,295.3661493
0_0000000000000000013d,Korba,Chhattisgarh,01-01-2001,31.70924505,294.7398866
0_0000000000000000013e,Koriya,Chhattisgarh,01-01-2001,39.66719284,293.2522289
0_0000000000000000015f,Mahasamund,Chhattisgarh,01-01-2001,19.52377816,297.2608339
0_00000000000000000190,Narayanpur,Chhattisgarh,01-01-2001,51.73537284,297.2463004
0_000000000000000001cc,Raigarh,Chhattisgarh,01-01-2001,28.8361691,295.6589828
0_000000000000000001ce,Raipur,Chhattisgarh,01-01-2001,21.53918752,297.2227344
0_000000000000000001d3,Rajnandgaon,Chhattisgarh,01-01-2001,23.30259989,297.3348296
0_0000000000000000022c,Surguja,Chhattisgarh,01-01-2001,35.34617681,293.0407672
0_00000000000000000112,Uttar Bastar Kanker,Chhattisgarh,01-01-2001,34.46022638,297.6068625
0_0000000000000000007e,Dadra & Nagar Haveli,Dadara & Nagar Havelli,01-01-2001,35.56278046,296.2021894
0_00000000000000000082,Daman,Daman & Diu,01-01-2001,26.69084118,296.701355
0_0000000000000000009e,Diu,Daman & Diu,01-01-2001,31.90717813,297.2159696
0_000000000000000001a0,North Goa,Goa,01-01-2001,143.6666754,298.6683273
0_00000000000000000222,South Goa,Goa,01-01-2001,199.7248084,298.5609472
0_00000000000000000002,Ahmadabad,Gujarat,01-01-2001,14.72733774,296.750034
0_00000000000000000010,Amreli,Gujarat,01-01-2001,11.13586881,296.4797087
0_00000000000000000012,Anand,Gujarat,01-01-2001,44.46743419,296.5181532
0_0000000000000000002a,Banas Kantha,Gujarat,01-01-2001,27.76579323,295.7349502
0_00000000000000000048,Bharuch,Gujarat,01-01-2001,18.47083997,296.971373
0_00000000000000000049,Bhavnagar,Gujarat,01-01-2001,8.751667646,297.2922511
0_000000000000000000a0,Dohad,Gujarat,01-01-2001,10.07859472,296.0042884
0_000000000000000000bd,Gandhinagar,Gujarat,01-01-2001,39.65101056,295.9192527
0_000000000000000000f9,Jamnagar,Gujarat,01-01-2001,13.57253141,296.3000369
0_00000000000000000107,Junagadh,Gujarat,01-01-2001,21.1439962,296.4261766
0_00000000000000000109,Kachchh,Gujarat,01-01-2001,11.56816522,296.4487269
0_00000000000000000129,Kheda,Gujarat,01-01-2001,28.53847975,296.0935096
0_00000000000000000163,Mahesana,Gujarat,01-01-2001,30.51756423,295.8281617
0_00000000000000000191,Narmada,Gujarat,01-01-2001,15.09792283,296.5768867
0_00000000000000000194,Navsari,Gujarat,01-01-2001,31.15276015,296.7218174
0_000000000000000001aa,Panch Mahals,Gujarat,01-01-2001,16.00855473,295.8545102
0_000000000000000001b3,Patan,Gujarat,01-01-2001,16.01421641,296.4728229
0_000000000000000001bc,Porbandar,Gujarat,01-01-2001,19.8539523,296.3547745
0_000000000000000001d2,Rajkot,Gujarat,01-01-2001,10.93074839,296.3012621
0_000000000000000001e7,Sabar Kantha,Gujarat,01-01-2001,21.21749596,295.4674856
0_0000000000000000022a,Surat,Gujarat,01-01-2001,26.14182909,296.6220886
0_0000000000000000022b,Surendranagar,Gujarat,01-01-2001,12.74098879,296.639704
0_0000000000000000027c,Tapi,Gujarat,01-01-2001,19.5001419,296.6537847
0_00000000000000000233,The Dangs,Gujarat,01-01-2001,17.34525581,296.3383194
0_00000000000000000255,Vadodara,Gujarat,01-01-2001,20.48634293,296.3937967
0_00000000000000000257,Valsad,Gujarat,01-01-2001,34.28555979,296.3318971
0_0000000000000000000d,Ambala,Haryana,01-01-2001,88.13121593,289.8208686
0_0000000000000000004c,Bhiwani,Haryana,01-01-2001,76.92521287,290.9709433
0_000000000000000000b2,Faridabad,Haryana,01-01-2001,98.85361644,290.6381745
0_000000000000000000b5,Fatehabad,Haryana,01-01-2001,165.4051257,290.0575374
0_000000000000000000d4,Gurgaon,Haryana,01-01-2001,93.48844689,290.6433578
0_000000000000000000e3,Hisar,Haryana,01-01-2001,116.1323823,290.2986607
0_00000000000000000100,Jhajjar,Haryana,01-01-2001,109.5521901,290.5641141
0_00000000000000000272,Jind,Haryana,01-01-2001,165.7840643,289.7565833
0_0000000000000000010b,Kaithal,Haryana,01-01-2001,159.6535274,289.4986664
0_0000000000000000011e,Karnal,Haryana,01-01-2001,156.7385322,289.7535064
0_00000000000000000148,Kurukshetra,Haryana,01-01-2001,122.1363708,289.5717361
0_00000000000000000162,Mahendragarh,Haryana,01-01-2001,93.56505351,291.0810335
0_00000000000000000175,Mewat,Haryana,01-01-2001,76.41867556,291.0930966
0_000000000000000001a9,Palwal,Haryana,01-01-2001,132.590617,290.8769993
0_000000000000000001ab,Panchkula,Haryana,01-01-2001,35.92120337,288.2993261
0_000000000000000001ac,Panipat,Haryana,01-01-2001,139.6707869,289.7768798
0_000000000000000001e1,Rewari,Haryana,01-01-2001,120.2007808,290.7586884
0_000000000000000001e3,Rohtak,Haryana,01-01-2001,110.3542766,290.3588989
0_00000000000000000213,Sirsa,Haryana,01-01-2001,118.9652066,290.1898288
0_0000000000000000021c,Sonipat,Haryana,01-01-2001,127.4803778,290.1302999
0_00000000000000000271,Yamunanagar,Haryana,01-01-2001,70.99823515,289.5046792
0_00000000000000000056,Bilaspur,Himachal Pradesh,01-01-2001,33.29458255,286.9804962
0_00000000000000000063,Chamba,Himachal Pradesh,01-01-2001,56.85927026,267.8694575
0_000000000000000000d7,Hamirpur,Himachal Pradesh,01-01-2001,32.49911542,286.658211
0_00000000000000000111,Kangra,Himachal Pradesh,01-01-2001,41.2391957,280.8092042
0_0000000000000000012d,Kinnaur,Himachal Pradesh,01-01-2001,87.52382142,256.0529422
0_00000000000000000145,Kullu,Himachal Pradesh,01-01-2001,61.12024932,265.7926294
0_0000000000000000014b,Lahul & Spiti,Himachal Pradesh,01-01-2001,93.5655678,252.8788786
0_0000000000000000016a,Mandi,Himachal Pradesh,01-01-2001,42.02613307,280.8151815
0_00000000000000000205,Shimla,Himachal Pradesh,01-01-2001,44.7068486,276.1630975
0_00000000000000000211,Sirmaur,Himachal Pradesh,01-01-2001,39.4421296,284.5398022
0_00000000000000000218,Solan,Himachal Pradesh,01-01-2001,39.85486769,286.74241
0_0000000000000000024e,Una,Himachal Pradesh,01-01-2001,39.61748815,288.6656235
0_00000000000000000014,Anantnag,Jammu & Kashmir,01-01-2001,66.06934171,267.9581615
0_0000000000000000001f,Badgam,Jammu & Kashmir,01-01-2001,48.98789575,274.5183928
0_0000000000000000002c,Bandipore,Jammu & Kashmir,01-01-2001,81.43960028,264.279625
0_00000000000000000034,Baramula,Jammu & Kashmir,01-01-2001,51.05850505,272.8367653
0_0000000000000000009f,Doda,Jammu & Kashmir,01-01-2001,44.27751139,271.5479761
0_000000000000000000bc,Ganderbal,Jammu & Kashmir,01-01-2001,95.47113728,261.862583
0_000000000000000000f8,Jammu,Jammu & Kashmir,01-01-2001,50.54793118,287.5842532
0_0000000000000000011b,Kargil,Jammu & Kashmir,01-01-2001,102.5133415,254.7961596
0_00000000000000000121,Kathua,Jammu & Kashmir,01-01-2001,41.22517036,282.9957154
0_00000000000000000130,Kishtwar,Jammu & Kashmir,01-01-2001,73.89976603,259.9078326
0_00000000000000000144,Kulgam,Jammu & Kashmir,01-01-2001,46.37947421,273.0950116
0_00000000000000000146,Kupwara,Jammu & Kashmir,01-01-2001,54.80939419,266.4282112
0_00000000000000000152,Leh (ladakh),Jammu & Kashmir,01-01-2001,95.5411058,252.3325355
0_000000000000000001c1,Pulwama,Jammu & Kashmir,01-01-2001,54.09734473,272.2604438
0_000000000000000001c2,Punch,Jammu & Kashmir,01-01-2001,34.37987033,277.7749695
0_000000000000000001d0,Rajouri,Jammu & Kashmir,01-01-2001,29.30552204,282.0949181
0_000000000000000001d7,Ramban,Jammu & Kashmir,01-01-2001,41.25511453,275.2527917
0_000000000000000001df,Reasi,Jammu & Kashmir,01-01-2001,33.37074527,279.0593187
0_000000000000000001f0,Samba,Jammu & Kashmir,01-01-2001,32.61629857,287.3191727
0_00000000000000000209,Shupiyan,Jammu & Kashmir,01-01-2001,46.67431759,273.7483849
0_00000000000000000226,Srinagar,Jammu & Kashmir,01-01-2001,66.77946052,271.1933819
0_00000000000000000248,Udhampur,Jammu & Kashmir,01-01-2001,32.55365915,280.3894069
0_00000000000000000059,Bokaro,Jharkhand,01-01-2001,22.61961315,292.5681129
0_0000000000000000006d,Chatra,Jharkhand,01-01-2001,36.20492015,292.847523
0_0000000000000000008c,Deoghar,Jharkhand,01-01-2001,17.67488222,292.9223383
0_00000000000000000091,Dhanbad,Jharkhand,01-01-2001,24.51901656,292.8187307
0_000000000000000000a1,Dumka,Jharkhand,01-01-2001,21.44319224,293.1081972
0_000000000000000000c1,Garhwa,Jharkhand,01-01-2001,33.17661189,292.8948875
0_000000000000000000c7,Giridih,Jharkhand,01-01-2001,23.97137721,292.6156879
0_000000000000000000c9,Godda,Jharkhand,01-01-2001,23.34862413,293.1748614
0_000000000000000000d0,Gumla,Jharkhand,01-01-2001,30.24393257,292.0394285
0_000000000000000000e1,Hazaribagh,Jharkhand,01-01-2001,34.10374885,292.228575
0_000000000000000000fa,Jamtara,Jharkhand,01-01-2001,20.11644223,293.043306
0_0000000000000000012c,Khunti,Jharkhand,01-01-2001,30.13973452,293.0220105
0_00000000000000000133,Kodarma,Jharkhand,01-01-2001,31.25018854,292.8915059
0_0000000000000000014f,Latehar,Jharkhand,01-01-2001,40.96311636,292.3582817
0_00000000000000000153,Lohardaga,Jharkhand,01-01-2001,38.23680688,291.9677546
0_000000000000000001a5,Pakur,Jharkhand,01-01-2001,22.28978617,293.179771
0_000000000000000001a7,Palamu,Jharkhand,01-01-2001,27.70138793,292.7549793
0_000000000000000001b2,Pashchimi Singhbhum,Jharkhand,01-01-2001,37.5063219,294.5410227
0_000000000000000001c6,Purbi Singhbhum,Jharkhand,01-01-2001,33.10614778,294.493483
0_000000000000000001d8,Ramgarh,Jharkhand,01-01-2001,22.90495096,292.4653126
0_000000000000000001da,Ranchi,Jharkhand,01-01-2001,24.58094615,292.615631
0_000000000000000001eb,Sahibganj,Jharkhand,01-01-2001,27.98175691,293.4657389
0_000000000000000001f6,Saraikela-kharsawan,Jharkhand,01-01-2001,27.39630979,293.839584
0_0000000000000000020e,Simdega,Jharkhand,01-01-2001,31.41996162,294.1304333
0_00000000000000000020,Bagalkot,Karnataka,01-01-2001,32.30323418,299.7638281
0_0000000000000000002e,Bangalore,Karnataka,01-01-2001,64.08477718,297.1740502
0_0000000000000000002d,Bangalore Rural,Karnataka,01-01-2001,60.82584649,297.362304
0_00000000000000000041,Belgaum,Karnataka,01-01-2001,46.83222934,298.1438426
0_00000000000000000042,Bellary,Karnataka,01-01-2001,37.24641493,299.7885784
0_00000000000000000050,Bidar,Karnataka,01-01-2001,16.48043181,298.914946
0_00000000000000000052,Bijapur,Karnataka,01-01-2001,18.47303482,300.6658303
0_00000000000000000067,Chamrajnagar,Karnataka,01-01-2001,108.919686,298.2190971
0_00000000000000000071,Chikkaballapura,Karnataka,01-01-2001,51.22520076,297.9792566
0_00000000000000000072,Chikmagalur,Karnataka,01-01-2001,172.8585099,297.4853548
0_00000000000000000074,Chitradurga,Karnataka,01-01-2001,38.26955978,298.9982014
0_00000000000000000081,Dakshina Kannada,Karnataka,01-01-2001,275.5514752,299.5066558
0_00000000000000000089,Davanagere,Karnataka,01-01-2001,56.03223881,299.0753706
0_00000000000000000094,Dharwad,Karnataka,01-01-2001,50.1331436,298.3142555
0_000000000000000000ba,Gadag,Karnataka,01-01-2001,34.82913732,299.2573856
0_000000000000000000cf,Gulbarga,Karnataka,01-01-2001,17.5722013,299.3922908
0_000000000000000000de,Hassan,Karnataka,01-01-2001,104.4115846,296.5963382
0_000000000000000000e0,Haveri,Karnataka,01-01-2001,50.72468033,298.6385959
0_00000000000000000132,Kodagu,Karnataka,01-01-2001,309.1386177,297.1595189
0_00000000000000000136,Kolar,Karnataka,01-01-2001,59.87030162,296.8667704
0_0000000000000000013b,Koppal,Karnataka,01-01-2001,37.72796405,299.5982552
0_0000000000000000016d,Mandya,Karnataka,01-01-2001,72.77962872,297.7467456
0_00000000000000000183,Mysore,Karnataka,01-01-2001,78.29133668,297.2808916
0_000000000000000001cb,Raichur,Karnataka,01-01-2001,37.67537952,300.3296
0_000000000000000001d5,Ramanagara,Karnataka,01-01-2001,69.68521249,297.9758925
0_00000000000000000206,Shimoga,Karnataka,01-01-2001,149.9085514,298.3740962
0_00000000000000000245,Tumkur,Karnataka,01-01-2001,48.63935064,298.4837919
0_0000000000000000024a,Udupi,Karnataka,01-01-2001,233.8889934,299.3814449
0_00000000000000000253,Uttara Kannada,Karnataka,01-01-2001,212.0887641,298.0836395
0_0000000000000000026d,Yadgir,Karnataka,01-01-2001,28.73449767,299.9765069
0_00000000000000000007,Alappuzha,Kerala,01-01-2001,287.3281401,300.5404794
0_000000000000000000ad,Ernakulam,Kerala,01-01-2001,298.3763828,300.7809995
0_000000000000000000e8,Idukki,Kerala,01-01-2001,346.9846342,297.0861802
0_00000000000000000115,Kannur,Kerala,01-01-2001,332.2086103,299.0829092
0_00000000000000000120,Kasaragod,Kerala,01-01-2001,260.3963143,300.293239
0_0000000000000000013a,Kollam,Kerala,01-01-2001,344.3514111,300.429049
0_00000000000000000140,Kottayam,Kerala,01-01-2001,346.51274,300.2781264
0_00000000000000000141,Kozhikode,Kerala,01-01-2001,367.0126641,299.4329457
0_00000000000000000166,Malappuram,Kerala,01-01-2001,279.5516269,299.7531615
0_000000000000000001a6,Palakkad,Kerala,01-01-2001,222.0300994,299.5905417
0_000000000000000001b4,Pathanamthitta,Kerala,01-01-2001,378.4339787,299.4830865
0_00000000000000000237,Thiruvananthapuram,Kerala,01-01-2001,347.8200222,299.9440893
0_0000000000000000023b,Thrissur,Kerala,01-01-2001,265.3564254,301.6539346
0_00000000000000000262,Wayanad,Kerala,01-01-2001,294.8480686,296.9683625
0_00000000000000000280,Lakshadweep,Lakshadweep,01-01-2001,208.8049231,300.202238
0_00000000000000000009,Alirajpur,Madhya Pradesh,01-01-2001,9.93392604,295.5276171
0_00000000000000000017,Anuppur,Madhya Pradesh,01-01-2001,19.63907349,293.2874256
0_0000000000000000001a,Ashoknagar,Madhya Pradesh,01-01-2001,26.72131713,292.8696831
0_00000000000000000025,Balaghat,Madhya Pradesh,01-01-2001,23.25650367,296.1196843
0_0000000000000000003b,Barwani,Madhya Pradesh,01-01-2001,8.684761131,296.8440712
0_00000000000000000043,Betul,Madhya Pradesh,01-01-2001,15.34435234,295.9427478
0_0000000000000000004b,Bhind,Madhya Pradesh,01-01-2001,37.68874431,291.4676382
0_0000000000000000004e,Bhopal,Madhya Pradesh,01-01-2001,26.52862977,294.8703814
0_0000000000000000005f,Burhanpur,Madhya Pradesh,01-01-2001,14.67612468,297.1963739
0_0000000000000000006f,Chhatarpur,Madhya Pradesh,01-01-2001,27.06526291,293.0532758
0_00000000000000000070,Chhindwara,Madhya Pradesh,01-01-2001,16.97647445,295.1507201
0_00000000000000000083,Damoh,Madhya Pradesh,01-01-2001,22.5830627,293.6535733
0_00000000000000000088,Datia,Madhya Pradesh,01-01-2001,43.08228086,292.0117384
0_0000000000000000008e,Dewas,Madhya Pradesh,01-01-2001,15.51837602,296.1412225
0_00000000000000000092,Dhar,Madhya Pradesh,01-01-2001,8.45115404,296.3061627
0_0000000000000000009d,Dindori,Madhya Pradesh,01-01-2001,21.19284524,293.8408015
0_000000000000000000ab,East Nimar,Madhya Pradesh,01-01-2001,9.362463431,297.3859612
0_000000000000000000d1,Guna,Madhya Pradesh,01-01-2001,24.79724283,293.8606178
0_000000000000000000d5,Gwalior,Madhya Pradesh,01-01-2001,33.05099695,292.1605836
0_000000000000000000db,Harda,Madhya Pradesh,01-01-2001,49.64995067,297.1156801
0_000000000000000000e4,Hoshangabad,Madhya Pradesh,01-01-2001,52.3359637,295.453637
0_000000000000000000eb,Indore,Madhya Pradesh,01-01-2001,15.33846253,296.1024315
0_000000000000000000ec,Jabalpur,Madhya Pradesh,01-01-2001,41.63697059,294.571065
0_000000000000000000ff,Jhabua,Madhya Pradesh,01-01-2001,5.848905578,295.8650371
0_00000000000000000123,Katni,Madhya Pradesh,01-01-2001,24.3333707,293.5040924
0_0000000000000000016b,Mandla,Madhya Pradesh,01-01-2001,19.30700779,295.080805
0_0000000000000000016c,Mandsaur,Madhya Pradesh,01-01-2001,11.54749043,295.0050104
0_0000000000000000017b,Morena,Madhya Pradesh,01-01-2001,41.27926027,291.6424693
0_00000000000000000192,Narsimhapur,Madhya Pradesh,01-01-2001,38.97418012,294.8170107
0_00000000000000000197,Neemuch,Madhya Pradesh,01-01-2001,14.36916358,294.5573304
0_000000000000000001ad,Panna,Madhya Pradesh,01-01-2001,23.79809849,293.1935806
0_000000000000000001cf,Raisen,Madhya Pradesh,01-01-2001,29.85671364,294.9707865
0_000000000000000001d1,Rajgarh,Madhya Pradesh,01-01-2001,12.61334578,295.1199512
0_000000000000000001dc,Ratlam,Madhya Pradesh,01-01-2001,10.04313293,295.8431952
0_000000000000000001e0,Rewa,Madhya Pradesh,01-01-2001,28.02861687,293.0080074
0_000000000000000001e8,Sagar,Madhya Pradesh,01-01-2001,22.33403954,293.7498717
0_000000000000000001f9,Satna,Madhya Pradesh,01-01-2001,28.44786358,292.9589414
0_000000000000000001fa,Sehore,Madhya Pradesh,01-01-2001,22.50135794,295.632933
0_000000000000000001fc,Seoni,Madhya Pradesh,01-01-2001,16.86926517,295.5963611
0_000000000000000001fe,Shahdol,Madhya Pradesh,01-01-2001,24.15455149,293.3247531
0_00000000000000000201,Shajapur,Madhya Pradesh,01-01-2001,13.20081739,295.3389651
